Verdoving (A);;
G65*;Indirect planmatig inslijpen;¬417,25
G75;Planmatig beslijpen van alle voortanden, per boven- of onderkaak;¬75,86
G68*;Reparatie stabilisatieopbeetplaat of beetbeschermingsplaat;¬60,69
G69*;Beetbeschermingsplaat;¬83,45
G33*;Aanbrengen front/hoektandgeleiding;¬75,86
G71*;Apparaat voor snurk- en slaapstoornissen (MRA);¬379,32
G72;Controlebezoek MRA;¬37,93
G73*;Reparatie MRA met afdruk;¬60,69
G74*;Plaatsen van myofunctionele apparatuur;¬102,42
G76*;Consult myofunctionele therapie;¬28,83
;;
Chirurgische ingrepen (inclusief verdoving) (H);;
Code;Prestaties;Tarief
H11;Trekken tand of kies;¬56,90
H16;Trekken volgende tand of kies, in dezelfde zitting en hetzelfde kwadrant;¬42,48
H21;Kosten hechtmateriaal;¬7,58
H26;Hechten weke delen;¬83,45
H50;Terugzetten tand of kies, eerste element;¬75,86
H55;Terugzetten tand of kies, volgend element in dezelfde zitting;¬22,76
H90;Voorbereiding praktijkruimte ten behoeve van chirurgische verrichtingen vallend onder onderdeel B;¬75,86
H33;Hemisectie van een molaar;¬91,04
H34;Vrijleggen ingesloten tand of kies ter bevordering van de doorbraak;¬91,04
H35;Moeizaam trekken tand of kies met behulp van chirurgie;¬91,04
H36;Onderzoek ten behoeve van de indicatiestelling voor een autotransplantaat behandeling;¬83,45
H37*;Onderzoek ten behoeve van de uitvoering voor een autotransplantaat behandeling.;¬128,97
H38*;Uitvoeren eerste autotransplantaat;¬292,84
H39;Uitvoeren volgende autotransplantaat, in dezelfde zitting;¬120,62
H40;Corrigeren van de vorm van de kaak, per kaak;¬68,28
H41;Verwijderen van het lipbandje of tongriempje;¬45,52
H42;Wortelpuntoperatie, per tandwortel, zonder afsluiting;¬91,04
H43;Wortelpuntoperatie, per tandwortel, met ante of retrogradeafsluiting;¬121,38
H44;Primaire antrumsluiting;¬83,45
H59;Behandeling kaakbreuk, per kaak;¬106,21
H60;Marsupialisatie;¬106,21
H65;Primaire sluiting;¬204,83
H70;Lappige fibromen, Schlotterkamm, tubercorrectie e.d., enkelzijdig per kaak;¬106,21
H75;Lappige fibromen, Schlotterkamm, tubercorrectie e.d., dubbelzijdig per kaak;¬204,83
H80;Alveolotomie torus, vergelijkbare praeprothetische botcorrecties, enkelzijdig per kaak;¬144,14
H85;Alveolotomie torus, vergelijkbare praeprothetische botcorrecties, dubbelzijdig per kaak;¬242,77
;;
Implantaten (J);;
Code;Prestaties;Tarief
J001;Overheadkosten implantaten, autotransplantaten en peri-implantitis chirurgie;¬220,32
J002;Overheadkosten pre-implantologische chirurgie;¬124,69
J010;Onderzoek ten behoeve van de indicatiestelling voor de implantologische behandeling;¬83,23
J011*;Onderzoek ten behoeve van de uitvoering van de implantologische behandeling;¬128,04
J012*;Proefopstelling implantologie, 1-4 elementen;¬96,03
J013*;Proefopstelling implantologie 5 of meer elementen;¬192,07
J014;Implantaatpositionering op grond van CT-scan;¬57,62
J020*;Ophoging bodem bijholte in een aparte zitting voorafgaand aan het implanteren, eerste kaakhelft,;¬307,30
J021*;Ophoging bodem bijholte in een aparte zitting voorafgaand aan het implanteren, tweede kaakhelft binnen een termijn van drie maanden;¬192,07
J022*;Kaakverbreding en/of verhoging in een aparte zitting voorafgaand aan het implanteren, per kaak;¬185,66
J030*;Kaakverbreding en/of verhoging, per sextant, tijdens het implanteren;¬108,84
J031*;Ophoging bodem bijholte, tijdens het implanteren;¬166,46
J032*;Ophoging bodem bijholte orthograad, tijdens het implanteren;¬76,83
J040;Plaatsen eerste implantaat, per kaak;¬293,22
J041;Plaatsen volgend implantaat in dezelfde kaak;¬121
J042*;Plaatsen eerste tandvleesvormer;¬96,03
J043*;Plaatsen volgende tandvleesvormer;¬45,46
J044;Verwijderen implantaat;¬42,25
J045;Moeizaam verwijderen implantaat;¬211,27
J046;Vervangen eerste implantaat;¬292,58
J047;Vervangen volgend implantaat;¬121
J048;Chirurgische behandeling peri-implantitis, per sextant;¬223,44
J049;Plaatsen van twee implantaten in de tandeloze onderkaak voor een klikgebit;¬652,38
J050;Toeslag voor de kosten van boren voor eenmalig gebruik en/of inzetstukken van een Implant Removal Set voor eenmalig gebruik;¬kostprijs
J051*;Aanbrengen botvervangers in extractie wond;¬25,61
J052;Prepareren donorplaats;¬172,86
J053;Toeslag esthetische zone, per kaakhelft;¬86,43
J054;Bindweefseltransplantaat per donorplaats;¬134,45
J055;Verkrijgen en verwerken van bloed tot een regeneratief biomateriaal middels een venapunctie;¬144,05
J056*;Verwijderen gefractureerd abutment/occlusale schroef;¬147,25
J057;Kosten implantaat;¬404,40
J058;Bepaling stabiliteit implantaat middels ISQ-meting;¬12,80
J059;Grondig submucosaal reinigen implantaat;¬30,09
J060*;Tijdelijke kroon in dezelfde zitting op immediaat geplaatst implantaat;¬332,91
J070*;Plaatsen eerste drukknop;¬153,65
J071*;Plaatsen elke volgende drukknop;¬44,82
J072*;Staaf tussen twee implantaten in dezelfde kaak;¬262,49
J073*;Elke volgende staaf tussen implantaten in dezelfde kaak;¬83,23
J080*;Gelijktijdig plaatsen volledig kunstgebit en klikgebit;¬659,42
J081*;Klikgebit in de onderkaak;¬428,95
J082*;Klikgebit in de bovenkaak;¬428,95
J083*;Omvorming tot klikgebit;¬128,04
J084*;Omvorming tot klikgebit bij staven tussen twee implantaten;¬166,46
J085*;Omvorming tot klikgebit bij staven tussen drie of vier implantaten;¬192,07
J086*;Omvorming tot klikgebit bij staven tussen meer dan vier implantaten;¬224,08
J087;Toeslag vervangingsklikgebit op bestaande staven tussen twee implantaten;¬108,84
J088;Toeslag vervangingsklikgebit op bestaande staven tussen drie of vier implantaten;¬140,85
J089;Toeslag vervangingsklikgebit op bestaande staven tussen meer dan vier implantaten;¬172,86
J180*;Gedeeltelijk klikgebit van kunststof;¬227,59
J181*;Gedeeltelijk klikgebit met metalen basis (frame);¬424,84
J183*;Omvorming van gedeeltelijk kunstgebit of frame tot gedeeltelijk klikgebit;¬128,04
J184*;Uitbreiding gedeeltelijk klikgebit tot (volledig) klikgebit, met afdruk, per kaak;¬60,69
J090;Specifiek consult nazorg implantologie;¬70,42
J091;Uitgebreid consult nazorg implantologie;¬115,24
J100*;Opvullen klikgebit zonder staafdemontage;¬179,26
J101*;Opvullen klikgebit met staafdemontage op twee implantaten;¬224,08
J102*;Opvullen klikgebit met staafdemontage op drie of vier implantaten;¬256,09
J103*;Opvullen klikgebit met staafdemontage op meer dan vier implantaten;¬288,10
J104*;Eenvoudige reparatie klikgebit zonder staafdemontage en zonder afdruk;¬22,76
J105*;Reparatie klikgebit zonder staafdemontage;¬70,42
J106*;Reparatie klikgebit met staafdemontage op twee implantaten;¬134,45
J107*;Reparatie klikgebit met staafdemontage op drie of vier implantaten;¬166,46
J108*;Reparatie klikgebit met staafdemontage op meer dan vier implantaten;¬198,47
J109*;Verwijderen en vervangen drukknop;¬32,01
J110*;Opvullen gedeeltelijk klikgebit;¬179,26
J111*;Eenvoudige reparatie gedeeltelijk klikgebit zonder afdruk;¬22,76
J112*;Reparatie gedeeltelijk klikgebit;¬70,42
;;
Preventieve mondzorg (M);;
Code;Prestaties;Tarief
M01;Preventieve voorlichting en/of instructie, per vijf minuten;¬17,01
M02;Consult voor evaluatie van preventie, per vijf minuten;¬17,01
M03;Gebitsreiniging, per vijf minuten;¬17,01
M05;Niet-restauratieve behandeling van cariÃ«s in het melkgebi;¬34,14
M32*;Eenvoudig bacteriologisch- of enzymatisch onderzoek;¬22,76
M30;Behandeling van gevoelige tandhalzen en (preventief) toedienen medicament;¬7,59
M40;Fluoridebehandeling;¬18,97
M61*;Mondbeschermer of fluoridekap;¬34,14
M80*;Behandeling van witte vlekken, eerste element;¬66
M81*;Behandeling van witte vlekken, volgend element;¬36,41
;;
Kunstgebitten (P);;
Code;Prestaties;Tarief
P001*;Gedeeltelijk kunstgebit van kunsthars, 1-4 elementen, per kaak;¬113,80
P002*;Gedeeltelijk kunstgebit van kunsthars, 5-13 elementen, per kaak;¬227,59
P003*;Frame kunstgebit, 1-4 elementen, per kaak;¬311,04
P004*;Frame kunstgebit, 5-13 elementen, per kaak;¬424,84
P020*;Volledig kunstgebit bovenkaak;¬227,59
P021*;Volledig kunstgebit onderkaak;¬303,46
P022*;Volledig kunstgebit boven- en onderkaak;¬493,12
P023*;Tijdelijk volledig kunstgebit, per kaak;¬151,73
P040;Toeslag voor individuele afdruk bij volledig kunstgebit;¬81,93
P041;Toeslag voor individuele afdruk bij gedeeltelijk kunstgebit van kunsthars;¬37,93
P042;Toeslag voor beetregistratie met specifieke apparatuur;¬75,86
P043;Toeslag voor frontopstelling en/of beetbepaling in aparte zitting;¬45,52
P044;Toeslag zeer ernstig geslonken kaak, per kaak;¬102,42
P045;Toeslag immediaat kunstgebit;¬18,97
P046;Toeslag voor elk element bij een overkappingskunstgebit;¬60,69
P047;Toeslag voor gegoten anker bij gedeeltelijk kunstgebit van kunsthars;¬22,76
P048;Toeslag voor maken precisiekoppeling, per koppeling of staafhuls;¬113,80
P049;Toeslag voor aanbrengen telescoopkroon met precisiekoppeling;¬75,86
P060;Tissue conditioning volledig kunstgebit, per kaak;¬53,11
P061;Tissue conditioning gedeeltelijk kunstgebit van kunsthars of framekunstgebit, per kaak;¬53,11
P062*;Opvullen volledig kunstgebit, indirect, per kaak;¬106,97
P063*;Opvullen volledig kunstgebit, direct, per kaak;¬107,73
P064*;Opvullen gedeeltelijk kunstgebit van kunsthars of framekunstgebit, indirect, per kaak;¬93,31
P065*;Opvullen gedeeltelijk kunstgebit van kunsthars of framekunstgebit, direct, per kaak;¬97,11
P066*;Opvullen overkappingskunstgebit op natuurlijke pijlers zonder staafdemontage, per kaak;¬212,42
P067;Planmatig inslijpen bestaand kunstgebit;¬37,93
P068*;Reparatie volledig kunstgebit, zonder afdruk, per kaak;¬22,76
P069*;Reparatie volledig kunstgebit, met afdruk, per kaak;¬60,69
P070*;Reparatie gedeeltelijk kunstgebit van kunsthars of framekunstgebit, zonder afdruk, per kaak;¬22,76
P071*;Reparatie en/of uitbreiding gedeeltelijk kunstgebit van kunsthars of framekunstgebit, met afdruk, per kaak;¬60,69
P072*;Uitbreiding gedeeltelijk kunstgebit van kunsthars of frame kunstgebit met element(en) tot volledig kunstgebit, met afdruk, per kaak;¬60,69
;;
Kronen en bruggen (R);;
Code;Prestaties;Tarief
R08*;EÃ©nvlaks composiet inla;¬91,04
R09*;Tweevlaks composiet inlay;¬174,49
R10*;Drievlaks composiet inlay;¬227,59
R11*;EÃ©nvlaksinla;¬136,56
R12*;Tweevlaksinlay;¬212,42
R13*;Drievlaksinlay;¬303,46
R14;Toeslag voor extra retentie bij het plaatsen van indirecte restauraties;¬37,93
R24*;Kroon op natuurlijk element;¬333,80
R34*;Kroon op implantaat;¬303,46
R29*;Confectiekroon;¬68,28
R31;Opbouw plastisch materiaal;¬75,86
R32*;Gegoten opbouw, indirecte methode;¬75,86
R33*;Gegoten opbouw, directe methode;¬151,73
R40*;Eerste brugtussendeel;¬227,59
R45*;Toeslag bij een conventionele brug voor elk volgende brugtussendeel in hetzelfde tussendeel;¬113,80
R49;Toeslag voor brug op vijf- of meer pijlerelementen;¬189,66
R50*;Metalen fixatiekap met afdruk;¬37,93
R55*;Gipsslot met extra afdruk;¬37,93
R60*;Plakbrug zonder preparatie;¬151,73
R61*;Plakbrug met preparatie;¬227,59
R65;Toeslag bij een plakbrug voor elk volgende brugtussendeel in hetzelfde tussendeel;¬53,11
R66;Toeslag bij een plakbrug voor elke volgende bevestiging boven het aantal van twee;¬30,35
R67*;Plaatsen opbouw ten behoeve van implantaatkroon;¬32,62
R70;Toeslag voor kroon onder bestaand frame-anker;¬83,45
R71*;Vernieuwen porseleinen schildje, reparatie metalen/porseleinen kroon in de mond;¬83,45
R74*;Opnieuw vastzetten niet plastische restauraties;¬30,35
R75*;Opnieuw vastzetten plakbrug;¬75,86
R76;Toeslag voor gegoten opbouw onder bestaande kroon;¬37,93
R77;Moeizaam verwijderen van oud kroon- en brugwerk per (pijler)element;¬37,93
R91*;Wortelkap met stift;¬189,66
R92;Passen restauratieve proefopstelling in de mond;¬102,42
R79*;Indirecte facing;¬333,80
R80*;Tijdelijk kroon- en brugwerk, eerste tand of kies;¬37,93
R85*;Tijdelijk kroon- en brugwerk, volgende tand of kies;¬15,17
R90*;Gedeeltelijk voltooid werk;¬Naar gelang het stadium waarin de tandheel-kundige werkzaamheden verkeren
;;
Tandvleesbehandelingen (T);;
Code;Prestaties;Tarief
T012;Onderzoek van het tandvlees met parodontiumstatus;¬220,01
T021;Grondig reinigen wortel, complex;¬40,97
T022;Grondig reinigen wortel, standaard;¬30,35
T032;Evaluatie initiÃ«le behandeling/chirurgie of herbeoordeling met parodontiumstatu;¬136,56
T033;Bespreken vervolgtraject na evaluatie of herbeoordeling;¬83,45
T042;Consult parodontale nazorg;¬115,31
T043;Uitgebreid consult parodontale nazorg;¬153,25
T044;Complex consult parodontale nazorg;¬204,08
T070;Flapoperatie tussen twee elementen;¬246,56
T071;Flapoperatie per sextant (Ã©Ã©n zesde dee;¬379,32
T072;Flapoperatie uitgebreid per sextant ( Ã©Ã©n zesde dee;¬455,19
T073;Directe postoperatieve zorg, eerste zitting;¬75,86
T074;Directe postoperatieve zorg, volgende zitting;¬204,08
T076;Tuber- of retromolaarplastiek;¬94,83
T101;Tuber- of retromolaarplastiek;¬132,76
T102;Tandvleescorrectie, Ã©Ã©n eleme;¬72,07
T103;Tandvleescorrectie, bij twee t/m zes elementen;¬189,66
T111*;Aanbrengen parodontaal regeneratiemateriaal voor botherstel als zelfstandige verrichting, per sextant (Ã©Ã©n zesde dee;¬455,19
T112*;Aanbrengen parodontaal regeneratiemateriaal voor botherstel als niet-zelfstandige verrichting, gelijktijdig met flapoperatie in hetzelfde sextant (Ã©Ã©n zesde deel), per eleme;¬151,73
T113;Operatieve verwijdering van regeneratiemateriaal;¬246,56
T121;Kroonverlenging, Ã©Ã©n eleme;¬246,56
T122;Kroonverlenging, bij twee t/m zes elementen;¬455,19
T141;Tandvleestransplantaat;¬144,14
T142*;Recessie bedekking met verplaatste lap;¬455,19
T151;Directe postoperatieve zorg, eerste zitting;¬75,86
T152;Directe postoperatieve zorg, volgende zitting;¬204,08
T161;Bacteriologisch onderzoek ten behoeve van tandvleesbehandeling;¬53,11
T162;Behandeling tandvleesabces;¬102,42
T163*;Toepassing lokaal medicament;¬81,93
T164*;(Draad)Spalk;¬30,35
T165;Uitgebreide voedingsanalyse;¬75,86
;;
Uurtarieven ten behoeve van de bijzondere tandheelkunde en de Wlz (U);;
Code;Prestaties;Tarief
U25*;Tijdtarief tandheelkundige hulp aan patiÃ«nten die behandeld worden in Wlz-instelling in eenheden van vijf minute;¬17,28
U35*;Tijdtarief tandheelkundige hulp aan patiÃ«nten die verblijven in de Wlz-instelling en behandeld worden in de eigen praktijk van de zorgaanbieder in eenheden van vijf minute;¬19,93
U05*;Tijdtarief begeleiding en behandeling moeilijk behandelbare patiÃ«nten in eenheden van vijf minute;¬19,93
U06*;Extra tijd begeleiding moeilijk behandelbare patiÃ«nten in eenheden van vijf minute;¬19,93
;;
Vullingen (V);;
Code;Prestaties;Tarief
V71;EÃ©nvlaksvulling amalgaa;¬31,86
V72;Tweevlaksvulling amalgaam;¬50,83
V73;Drievlaksvulling amalgaam;¬66
V74;Meervlaksvulling amalgaam;¬96,35
V81;EÃ©nvlaksvulling glasionomeer/glascarbomeer/compomee;¬47,04
V82;Tweevlaksvulling glasionomeer/glascarbomeer/compomeer;¬66
V83;Drievlaksvulling glasionomeer/glascarbomeer/compomeer;¬81,17
V84;Meervlaksvulling glasionomeer/glascarbomeer/compomeer;¬107,73
V91;EÃ©nvlaksvulling composie;¬60,69
V92;Tweevlaksvulling composiet;¬79,66
V93;Drievlaksvulling composiet;¬94,83
V94;Meervlaksvulling composiet;¬121,38
V95;Volledig vormherstel tand of kies met composiet (herstel anatomische kroon);¬189,66
V80;Aanbrengen eerste wortelkanaalstift;¬44
V85;Aanbrengen van elke volgende wortelkanaalstift in hetzelfde element;¬28,83
V15;Aanbrengen schildje van tandkleurig plastisch materiaal (facing);¬91,04
V30;Aanbrengen van fissuurlak eerste element (sealen);¬34,14
V35;Aanbrengen van fissuurlak (sealen) ieder volgend element in dezelfde zitting;¬18,97
V40;Het polijsten, beslijpen en bijwerken van oude vullingen;¬7,59
;;
Maken en/of beoordelen foto's (X);;
Code;Prestaties;Tarief
X10;Maken en beoordelen kleine rÃ¶ntgenfot;¬21,24
X11;Beoordelen kleine rÃ¶ntgenfot;¬15,93
X21;Maken en beoordelen kaakoverzichtsfoto;¬91,04
X22;Maken en beoordelen kaakoverzichtsfoto t.b.v. implantologie in de tandeloze kaak;¬91,04
X23;Beoordelen kaakoverzichtsfoto;¬33,38
X24;Maken en beoordelen schedelfoto;¬40,97
X34;Beoordelen schedelfoto;¬30,35
X25;Maken en beoordelen meerdimensionale kaakfoto;¬257,94
X26;Beoordelen meerdimensionale kaakfoto;¬75,86
;;
Informatieverstrekking en onderlinge dienstverlening (Y);;
Code;Prestaties;Tarief
Y01;Informatieverstrekking aan derden, per vijf minuten;¬17,28
Y02;Onderlinge dienstverlening;¬Maximum
