,,
Verdoving (A),, 
E78,"Initiële wortelkanaalbehandeling, elk volgend kanaal","€ 28,66"
E85,Elektronische lengtebepaling,"€ 14,33"
E86 ,Gebruik operatiemicroscoop bij wortelkanaalbehandeling,"€ 77,37"
E87 ,Gebruiksklaar maken van praktijkruimte voor wortelkanaalbehandeling,"€ 57,31"
E90,"Inwendig bleken, eerste zitting","€ 45,85"
E95,"Inwendig bleken, elke volgende zitting","€ 17,19"
E97 *,Uitwendig bleken per kaak,"€ 71,64"
,,
Kaakgewrichtsbehandelingen (G),, 
Code,Prestaties,Tarief
G01,Uitgebreid functie-onderzoek (UFO),"€ 143,28"
G02,Spieractiviteitsmeting en registratie,"€ 91,70"
G03,Gedocumenteerde verwijzing kaakgewrichtsbehandeling,"€ 63,04"
G10,Niet-standaard beetregistratie,"€ 85,97"
G11,Scharnierasbepaling,"€ 85,97"
G12,Centrale relatiebepaling,"€ 80,24"
G13,Protrale/laterale bepalingen,"€ 57,31"
G14," Instellen volledig instelbare articulator, pantograaf en registratie","€ 515,81"
G15,Toeslag voor het behouden van beethoogte,"€ 28,66"
G16,Therapeutische positiebepaling,"€ 28,66"
G20,Beetregistratie intra-oraal,"€ 57,31"
G33 *,Aanbrengen front/hoektandgeleiding,"€ 57,31"
G61,Instructie spieroefeningen,"€ 57,31"
G62 *,Occlusale spalk,"€ 154,74"
G63 *,Repositiespalk,"€ 229,25"
G64,Controlebezoek spalk inclusief kleine correcties,"€ 28,66"
G65 *,Indirect planmatig inslijpen,"€ 315,22"
G66,Biofeedbacktherapie,"€ 51,58"
G67,Behandeling triggerpoint,"€ 63,04"
G68 *,"Reparatie occlusale- of repositiespalk, met afdruk","€ 45,85"
G69 *,Opbeetplaat,"€ 63,04"
G71 *,Apparaat voor snurk- en slaapstoornissen (MRA),"€ 286,56"
G72,Controlebezoek MRA,"€ 28,66"
G73 *,Reparatie MRA met afdruk,"€ 45,85"
,,
Chirurgische ingrepen (inclusief anesthesie) (H),, 
Code,Prestaties,Tarief
H11,Trekken tand of kies,"€ 42,98"
H16," Trekken volgende tand of kies, in dezelfde zitting en hetzelfde kwadrant","€ 32,09"
H21,Kosten hechtmateriaal,"€ 5,92"
H26,Hechten weke delen,"€ 63,04"
H33,Hemisectie van een molaar,"€ 68,77"
H35," Moeizaam trekken tand of kies, met mucoperiostale opklap","€ 68,77"
H40,"Corrigeren van de vorm van de kaak, per kaak","€ 51,58"
H41, Verwijderen van het lipbandje of tongriempje,"€ 34,39"
H42," Wortelpuntoperatie, per tandwortel, zonder afsluiting","€ 68,77"
H43," Wortelpuntoperatie, per tandwortel, met ante of retrograde afsluiting","€ 91,70"
H44, Primaire antrumsluiting,"€ 63,04"
H50,"Terugzetten/terugplaatsen tand of kies, eerste element, exclusief wortelkanaalbehandeling","€ 57,31"
H55 ,"Terugzetten/terugplaatsen tand of kies, buurelement, exclusief wortelkanaalbehandeling","€ 17,19"
H59," Behandeling kaakbreuk, per kaak","€ 80,24"
H60,Marsupialisatie ,"€ 80,24"
H65,Primaire sluiting,"€ 154,74"
H70,"Lappige fibromen, Schlotterkamm, tubercorrectie e.d., enkelzijdig per kaak","€ 80,24"
H75,"Lappige fibromen, Schlotterkamm, tubercorrectie e.d., dubbelzijdig per kaak","€ 154,74"
H80 ,"Alveolotomie torus, vergelijkbare praeprothetische botcorrecties, enkelzijdig per kaak","€ 108,89"
H85 ,"Alveolotomie torus, vergelijkbare praeprothetische botcorrecties, dubbelzijdig per kaak","€ 183,40"
H90, Voorbereiding praktijkruimte ten behoeve van chirurgische verrichtingen vallend onder onderdeel B,"€ 57,31"
,,
Implantaten (J),, 
Code,Prestaties,Tarief
J01,Initieel onderzoek implantologie,"€ 63,56"
J02 *,Verlengd onderzoek implantologie,"€ 97,79"
J03 *,Proefopstelling,"€ 132,01"
J05,Implantaatpositionering op grond van CT-scan,"€ 44,00"
J06,Vrijleggen foramen mentale,"€ 29,34"
J07 ,Toeslag kosten boren voor eenmalig gebruik ,Kostprijs
J08 *,Aanbrengen botvervangers in extractie wond ,"€ 19,56"
J09 *,"Ophoging bodem bijholte, eerste kaakhelft","€ 234,69"
J10 *,"Ophoging bodem bijholte, tweede kaakhelft in dezelfde zitting","€ 146,68"
J11 ,Prepareren donorplaats ,"€ 132,01"
J12 * ,Kaakverbreding en/of verhoging in frontregio of eerste kaakhelft,"€ 141,79"
J13 * ,"Kaakverbreding en/of verhoging, in tweede kaakhelft in dezelfde zitting","€ 68,45"
J15 *,Kaakverbreding en/of verhoging in frontregio of eerste kaakhelft,"€ 83,12"
J17 *,Aanvullende ophoging bodem bijholte,"€ 127,12"
J18 *,Ophoging bodem bijholte orthograad,"€ 58,67"
J19,Toeslag esthetische zone,"€ 63,56"
J20 ,"Plaatsen eerste implantaat, per kaak ","€ 223,44"
J23 *,Plaatsen eerste Healing Abutment (wondheler) ,"€ 73,34"
J26 ,Moeizaam verwijderen implantaat,"€ 161,35"
J27,Vervangen eerste implantaat,"€ 223,44"
J29 *,Plaatsen volgende Healing Abutment,"€ 34,71"
J30,"Bindweefseltransplantaat, eerste","€ 102,68"
J32 *,Verwijderen gefractureerd abutment/occlusale schroef,"€ 112,45"
J33,Kosten implantaat,"€ 314,04"
J34,Bepaling stabiliteit implantaat middels ISQmeting ,"€ 9,78"
J40 *,Twee magneten/drukknoppen,"€ 151,57"
J41 *,"Elke volgende magneet, drukknop","€ 34,23"
J42 *,Staaf tussen twee implantaten,"€ 200,46"
J43 * ,Elke volgende staaf tussen implantaten in dezelfde kaak,"€ 63,56"
J44 * ,Plaatsen opbouw ten behoeve van implantaatkroon,"€ 24,45"
J50 *,Boven- en onder klikgebit,"€ 503,60"
J51 *,Onder-klikgebit,"€ 327,58"
J52 *,Boven-klikgebit,"€ 327,58"
J53 *,Omvorming klikgebit,"€ 97,79"
J54 *,Omvorming klikgebit bij staven tussen twee implantaten,"€ 127,12"
J55 * ,Omvorming klikgebit bij staven tussen drie of vier implantaten,"€ 146,68"
J56 *, Omvorming klikgebit bij staven tussen meer dan vier implantaten,"€ 171,13"
J57 ,Toeslag vervangings- klikgebit op bestaande stegconstructie tussen twee implantaten,"€ 83,12"
J58 ,Toeslag vervangings- klikgebit op bestaande stegcontructie tussen drie of vier implantaten,"€ 107,56"
J59, Toeslag vervangings- klikgebit op bestaande stegcontructie tussen meer dan vier implantaten,"€ 132,01"
J60,Specifiek consult nazorg implantologie,"€ 53,78"
J61,Uitgebreid consult nazorg implantologie,"€ 88,01"
J70 * ,Opvullen zonder staafdemontage,"€ 136,90"
J71 * ,Opvullen met staafdemontage op twee implantaten,"€ 171,13"
J72 * ,Opvullen met staafdemontage op drie of vier implantaten,"€ 195,57"
J73 * ,Opvullen met staafdemontage op meer dan vier implantaten,"€ 220,02"
J74 * ,Reparatie zonder staafdemontage,"€ 53,78"
J75 * ,Reparatie met staafdemontage op twee implantaten,"€ 102,68"
J76 * ,Reparatie met staafdemontage op drie of vier implantaten,"€ 127,12"
J77 * ,Reparatie met staafdemontage op meer dan vier implantaten,"€ 151,57"
J78 *,Verwijderen én vervangen drukknop,"€ 24,45"
J79 *,Verwijderen én vervangen steg,"€ 45,47"
J80 ,Twee implantaten in de onderkaak voor een implantaatgedragen kunstgebit,"€ 497,73"
J97,Overheadkosten implantaten,"€ 171,85"
J98,Overheadkosten pre-implantologische chirurgie,"€ 97,25"
,,
Preventieve mondzorg (M),, 
Code,Prestaties,Tarief
M01 ,"Preventieve voorlichting en/of instructie, per vijf minuten","€ 12,85"
M02 ,"Consult voor evaluatie van preventie, per vijf minuten","€ 12,85"
M03,"Gebitsreiniging, per vijf minuten","€ 12,85"
M05,Niet-restauratieve behandeling van cariës in het melkgebit ,"€ 25,79"
M30 ,Behandeling van gevoelige tandhalzen en (preventief) toedienen medicament ,"€ 5,73"
M32** ,Eenvoudig bacteriologisch -of enzymatisch onderzoek,"€ 17,19"
M40 ,Fluoridebehandeling,"€ 14,33"
M61 * ,Mondbeschermer,"€ 25,79"
,,
Kunstgebitten (P),, 
Code,Prestaties,Tarief
P01 *,"Opvullen volledig kunstgebit, indirect zonder randopbouw, per kaak","€ 40,12"
P02 * ,"Opvullen volledig kunstgebit, indirect met randopbouw, per kaak","€ 85,97"
P03 * ,"Opvullen volledig kunstgebit, direct zonder","€ 57,31"
P04 * ,"Opvullen volledig kunstgebit, direct met randopbouw, per kaak","€ 85,97"
P06 ,"Tissue conditioning volledig kunstgebit, per kaak "," € 40,12"
P07 * ,"Reparatie volledig kunstgebit, zonder afdruk, per kaak","€ 17,19"
P08 * ,"Reparatie volledig kunstgebit, met afdruk, per kaak","€ 45,85"
P10 *,"Gedeeltelijk kunstgebit van kunsthars, 1-4 elementen","€ 85,97"
P14,Individuele afdruk met randopbouw,"€ 63,04"
P15 *,"Gedeeltelijk kunstgebit van kunsthars, 5-13 elementen","€ 171,94"
P16 ,Toeslag voor individuele afdruk met randopbouw bij gedeeltelijk kunstgebit van kunsthars,"€ 63,04"
P17,Toeslag voor beetregistratie met specifieke apparatuur,"€ 57,31"
P18 ,Toeslag voor gegoten anker bij gedeeltelijk kunstgebit van kunsthars,"€ 17,19"
P21 *,Volledig kunstgebit bovenkaak,"€ 171,94"
P25 *,Volledig kunstgebit onderkaak,"€ 229,25"
P27,Reoccluderen,"€ 57,31"
P28,Naregistratie en remounten,"€ 57,31"
P29,Toeslag te berekenen voor elk element bij een overkappingskunstgebit,"€ 45,85"
P30 *,Volledig kunstgebit boven- en onderkaak,"€ 372,53"
P31 *,Wortelkap met stift,"€ 143,28"
P32 ,Toeslag voor maken precisiekoppeling per koppeling c.q. staafhuls,"€ 85,97"
P33 ,Toeslag voor aanbrengen telescoopkroon met precisiekoppeling,"€ 57,31"
P34 *,"Frame kunstgebit, 1-4 elementen","€ 234,98"
P35 *,"Frame kunstgebit, 5-13 elementen","€ 320,95"
P36,Individuele afdruk zonder randopbouw,"€ 28,66"
P37,Frontopstelling in aparte zitting,"€ 34,39"
P38,Toeslag voor bepaling verticale beethoogte met behulp van specifieke apparatuur,"€ 63,04"
P39,Toeslag voor bepaling neutrale zone,"€ 85,97"
P40,"Toeslag immediaat kunstgebit, kunstgebittarief verhoogd met per immediaat te vervangen element","€ 14,33"
P41,Toeslag voor relinen van alginaatafdruk,"€ 28,66"
P42,Toeslag voor specifieke A-zone-bepaling,"€ 28,66"
P43,Toeslag voor extra beetbepaling met waswallen,"€ 34,39"
P45 *,Noodkunstgebit,"€ 114,62"
P51 * ,"Opvullen gedeeltelijk kunstgebit/framekunstgebit, indirect zonder randopbouw, per kaak","€ 40,12"
P52 * ,"Opvullen gedeeltelijk kunstgebit/framekunstgebit, indirect met randopbouw, per kaak","€ 85,97"
P53 * ,"Opvullen gedeeltelijk kunstgebit/framekunstgebit, direct zonder randopbouw, per kaak","€ 57,31"
P54 * ,"Opvullen gedeeltelijk kunstgebit/framekunstgebit, direct met randopbouw, per kaak","€ 85,97"
P56 ,"Tissue conditioning gedeeltelijk kunstgebit of framekunstgebit, per kaak","€ 40,12"
P57 * ,"Reparatie gedeeltelijk kunstgebit/framekunstgebit, zonder afdruk, per kaak","€ 17,19"
P58 * ,"Reparatie gedeeltelijk kunstgebit/framekunstgebit, met afdruk, per kaak","€ 45,85"
P60 ,Uitgebreid onderzoek naar functioneren van het bestaande kunstgebit,"€ 34,39"
P65,Planmatig inslijpen van het bestaande kunstgebit ,"€ 28,66"
P70 * ,"Opvullen overkappingskunstgebit op natuurlijke pijlers zonder staafdemontage, per kaak","€ 160,47"
P78 * ,"Uitbreiding gedeeltelijk kunstgebit met element(en) tot volledig kunstgebit inclusief afdruk, per kaak","€ 45,85"
P79 *,"Uitbreiding gedeeltelijk kunstgebit met element of anker inclusief afdruk, per kaak","€ 45,85"
,,
Kronen en bruggen (R),, 
Code,Prestaties,Tarief
R08 *,Eenvlaks composiet inlay,"€ 68,77"
R09 *,Tweevlaks composiet inlay,"€ 131,82"
R10 *,Drievlaks composiet inlay,"€ 171,94"
R11 *,Eenvlaksinlay,"€ 103,16"
R12 *,Tweevlaksinlay,"€ 160,47"
R13 *,Drievlaksinlay,"€ 229,25"
R14 ,Toeslag voor extra retentie bij het plaatsen van indirecte restauraties,"€ 28,66"
R24 *,Kroon,"€ 252,17"
R28 *,"Endokroon, indirect vervaardigd","€ 68,77"
R29 *,Confectiekroon,"€ 51,58"
R31,Opbouw plastisch materiaal,"€ 57,31"
R32 *,"Gegoten opbouw, indirecte methode","€ 57,31"
R33 *,"Gegoten opbouw, directe methode","€ 114,62"
R40 *,Eerste brugtussendeel,"€ 171,94"
R45 *,Tweede en volgende brugdeel in hetzelfde tussendeel,"€ 85,97"
R46 *,"Brugverankering, per anker","€ 57,31"
R49,Toeslag voor brug op vijf- of meer pijlerelementen,"€ 143,28"
R50 *,Metalen fixatiekap met afdruk,"€ 28,66"
R55 *,Gipsslot met extra afdruk,"€ 28,66"
R60 *,Plakbrug zonder preparatie,"€ 114,62"
R61 *,Plakbrug met preparatie,"€ 171,94"
R65,Toeslag voor elk volgende brugdeel in hetzelfde tussendeel,"€ 40,12"
R66 ,Toeslag voor elke volgende bevestiging boven het aantal van twee,"€ 22,92"
R70 ,Toeslag voor kroon onder bestaand frame-anker,"€ 63,04"
R71 *," Vernieuwen porseleinen schildje, reparatie metalen/porseleinen kroon in de mond","€ 63,04"
R72,Vernieuwen schildje van plastisch materiaal,"€ 34,94"
R73,Aanbrengen extra retentie c.q. pinnen in schildje,"€ 22,92"
R74 *,Opnieuw vastzetten niet plastische restauraties,"€ 22,92"
R75 *,Opnieuw vastzetten plakbrug,"€ 57,31"
R76,Toeslag voor gegoten opbouw onder bestaande kroon,"€ 28,66"
R77 ,Moeizaam verwijderen van oud kroon- en brugwerk per (pijler)element,"€ 28,66"
R78 *,"Schildje van keramiek of kunststof, zonder preparatie","€ 68,77"
R79 *,"Schildje van keramiek of kunststof, met preparatie","€ 114,62"
R80 *,"Temporaire, eerste voorziening","€ 28,66"
R85 *,"Temporaire, volgende voorziening","€ 11,46"
R90 *,Gedeeltelijk voltooid werk,***
,,
Tandvleesbehandelingen (T),, 
Code,Prestaties,Tarief
T11 ,Onderzoek van het tandvlees met pocketstatus,"€ 151,88"
T12 ,Onderzoek van het tandvlees met parodontiumstatus,"€ 166,21"
T21 ,"Grondig reinigen wortel, complex","€ 30,95"
T22 ,"Grondig reinigen wortel, standaard","€ 22,92"
T31 ,"Herbeoordeling met pocketstatus, na initiële tandvleesbehandeling","€ 88,83"
T32,"Herbeoordeling met parodontiumstatus, na initiële tandvleesbehandeling","€ 103,16"
T33 ,Uitgebreid bespreken vervolgtraject na herbeoordeling,"€ 45,85"
T41,Beperkt consult parodontale nazorg ,"€ 60,18"
T42,Consult parodontale nazorg,"€ 87,11"
T43,Uitgebreid consult parodontale nazorg ,"€ 115,77"
T44 ,Complex consult parodontale nazorg,"€ 154,17"
T57 *,Toepassing lokaal medicament,"€ 61,90"
T60,Evaluatieonderzoek met pocketstatus,"€ 151,88"
T61,Evaluatieonderzoek met parodontiumstatus,"€ 166,21"
T70,Flapoperatie tussen 2 elementen,"€ 186,27"
T71,"lapoperatie, per sextant (één zesde deel)","€ 286,56"
T72,"Flapoperatie uitgebreid, per sextant ( één zesde deel)","€ 343,87"
T73,"Directe postoperatieve zorg, kort","€ 57,31"
T74,"Directe postoperatieve zorg, uitgebreid","€ 154,17"
T75 ,Postoperatief evaluatieonderzoek met parodontiumstatus,"€ 149,01"
T76,Tuber- of retromolaarplastiek,"€ 71,64"
T80,Tandvleestransplantaat,"€ 123,22"
T81,Tuber- of retromolaarplastiek,"€ 100,30"
T82,"Tandvleescorrectie, per element","€ 54,45"
T83,"Tandvleescorrectie, per sextant (één zesde deel)","€ 143,28"
T84 * ,"Aanbrengen regeneratiemateriaal als zelfstandige verrichting, per sextant (één zesde deel)","€ 343,87"
T85 * ,"Aanbrengen regeneratiemateriaal als nietzelfstandige verrichting, gelijktijdig met flapoperatie in hetzelfde sextant (één zesde deel), per element","€ 114,62"
T86 ,Operatieve verwijdering van regeneratiemateriaal ,"€ 186,27"
T87,Kroonverlenging per element,"€ 186,27"
T88,Kroonverlenging per sextant,"€ 343,87"
T89,"Directe postoperatieve zorg, kort ","€ 57,31"
T90,"Directe postoperatieve zorg, uitgebreid","€ 154,17"
T91,Pocketregistratie,"€ 34,39"
T92,Parodontiumregistratie,"€ 68,77"
T93** ,Bacteriologisch onderzoek ten behoeve van tandvleesbehandeling,"€ 40,12"
T94,Behandeling tandvleesabces,"€ 77,37"
T95 *,(Draad)Spalk,"€ 22,92"
T96, Uitgebreide Voedingsanalyse,"€ 57,31"
,,
Uurtarieven (U),, 
Code,Prestaties,Tarief
U05 *,Tijdtarief begeleiding moeilijk behandelbare patiënten in eenheden van vijf minuten,"€ 15,06"
U20 ,Second opinion verricht door de Stichting TIP ,"€ 180,95"
U25 *,Tijdtarief tandheelkundige hulp aan patiënten die behandeld worden in de Wlz-instelling in eenheden van vijf minuten,"€ 13,05"
U35 * ,Tijdtarief tandheelkundige hulp aan patiënten die verblijven in de Wlz-instelling en behandeld worden eenheden van vijf minuten ,"€ 15,06"
,,
Vullingen (V),, 
Code,Prestaties,Tarief
V15,Aanbrengen schildje van tandkleurig plastisch materiaal,"€ 68,77"
V30,"Fissuurlak, eerste element","€ 25,79"
V35,"Fissuurlak, ieder volgend element in dezelfde zitting","€ 14,33"
V40,"Het polijsten van oude vullingen, het beslijpen van oude vullingen.","€ 5,73"
V50,Droogleggen van elementen door middel van een rubberen lapje,"€ 11,46"
V70 *,Parapulpaire stift,"€ 11,46"
V71,Eénvlaksvulling amalgaam,"€ 24,07"
V72,Tweevlaksvulling amalgaam,"€ 38,40"
V73,Drievlaksvulling amalgaam,"€ 49,86"
V74,Meervlaksvulling amalgaam,"€ 69,92"
V80 *,Wortelkanaalstift,"€ 20,06"
V81,Eenvlaksvulling glasionomeer/glascarbomeer/compomeer,"€ 35,53"
V82,Tweevlaksvulling glasionomeer/glascarbomeer/compomeer,"€ 49,86"
V83,Drievlaksvulling glasionomeer/glascarbomeer/compomeer,"€ 61,32"
V84 ,Meervlaksvulling glasionomeer/glascarbomeer/compomeer,"€ 81,38"
V85 *,Elke volgende wortelkanaalstift in hetzelfde element,"€ 8,60"
V91,Eénvlaksvulling composiet,"€ 45,85"
V92,Tweevlaksvulling composiet,"€ 60,18"
V93,Drievlaksvulling composiet,"€ 71,64"
V94,Meervlaksvulling composiet,"€ 91,70"
,,
Maken en/of beoordelen foto’s (X),, 
Code,Prestaties,Tarief
X10,Kleine röntgenfoto,"€ 16,05"
X11,Beoordelen kleine röntgenfoto,"€ 12,04"
X21,Kaakoverzichtsfoto,"€ 68,77"
X22,Kaakoverzichtsfoto t.b.v. implantologie in de tandeloze kaak,"€ 68,77"
X23,Beoordelen kaakoverzichtsfoto,"€ 25,22"
X24,Schedelfoto,"€ 30,95"
X25,Maken meerdimensionale kaakfoto,"€ 194,86"
X26,Beoordelen meerdimensionale kaakfoto,"€ 57,31"
,,
Abonnementen (Z),, 
Code,Prestaties,Tarief
Z10 *,Abonnement categorie A per maand,"€ 7,45"
Z20 *,Abonnement categorie B per maand,"€ 11,46"
Z30 *,Abonnement categorie C per maand,"€ 15,47"
Z40 *,Abonnement categorie D per maand,"€ 18,91"
Z50 *,Abonnement categorie E per maand,"€ 22,92"
Z60 *,Abonnement categorie F per maand,"€ 6,30"
,,
,,
,,
,,
,,
,,
